id,device_id,product_name,product_sku,product_name2,count if,amount,status,card_number,cvv,created_at,happened_at
658,33,"Donec tempor,",3.77E+12,"lorem,",6,172,accepted,491368 6496423288,713,2/6/2023 11:03,12/13/2021 8:15
659,93,Duis dignissim,3.77E+12,pharetra,2,620,refused,4.56E+15,837,1/1/2023 11:12,2/4/2023 3:02
660,192,"rutrum eu,",3.77E+12,tristique,8,247,cancelled,6011 1758 5387 9861,595,10/27/2022 11:48,11/22/2021 3:44
661,155,Donec feugiat,3.77E+12,sagittis,4,213,accepted,4913 4733 4163 5345,781,2/18/2023 2:45,1/16/2023 11:32
662,58,"mattis semper,",3.77E+12,Aenean,9,812,accepted,3.67E+14,289,12/5/2022 4:26,8/23/2022 12:57
663,74,semper rutrum.,3.77E+12,velit,8,123,cancelled,2149 675327 95683,379,11/2/2022 8:31,6/29/2022 1:42
664,49,nunc sed,3.77E+12,nulla.,6,239,accepted,633 44529 27123 190,502,12/26/2022 3:56,1/6/2022 3:57
665,47,ac arcu.,3.77E+12,"amet,",7,52,accepted,3717 665662 58786,251,11/6/2022 5:22,10/2/2021 8:17
666,198,"mattis semper,",3.77E+12,diam,6,998,refused,3.80E+14,370,2/10/2023 2:25,1/16/2023 8:52
667,140,dictum. Proin,3.77E+12,dictum,7,397,accepted,3052 571662 42678,151,10/8/2022 9:07,1/27/2022 7:18
668,45,turpis. Aliquam,3.77E+12,accumsan,8,945,cancelled,2.15E+14,398,12/29/2022 5:38,6/3/2022 8:10
669,154,ridiculus mus.,3.77E+12,id,6,542,cancelled,6767 1257 8268 3369,738,12/30/2022 9:32,2/16/2023 7:40
670,156,Duis volutpat,3.77E+12,lorem,23,279,refused,6.33E+18,770,1/5/2023 2:03,10/13/2022 9:02
671,138,libero. Proin,3.77E+12,rutrum.,1,18,accepted,3623 272495 84824,734,10/28/2022 5:38,11/5/2021 9:00
672,183,tristique neque,3.77E+12,semper,17,631,cancelled,6.76E+11,125,2/15/2023 11:24,1/12/2022 6:28
673,6,"elit, pharetra",3.77E+12,Duis,7,527,cancelled,3755 873254 27256,817,12/13/2022 11:25,6/13/2022 4:21
674,87,velit. Pellentesque,v3770009015028,"erat,",2,737,accepted,4026 4456 7332 1276,936,10/28/2022 9:23,12/4/2021 5:38
675,195,vitae nibh.,3.77E+12,"enim,",4,222,accepted,6.30E+16,302,2/18/2023 8:32,1/14/2022 12:41
676,35,tellus. Suspendisse,3.77E+12,ligula.,5,233,accepted,670923 892457 3835,974,1/18/2023 12:46,3/30/2022 2:37
677,115,tristique pharetra.,3.77E+12,tellus,6,578,accepted,670652 3456543212,287,10/17/2022 2:23,6/16/2022 12:34
678,69,Vestibulum ante,3.77E+12,urna.,4,866,cancelled,6464 8366 9782 6176,812,12/27/2022 12:46,1/23/2023 5:15
679,127,fringilla purus,3.77E+12,vulputate,5,857,refused,4716 187 89 3343,630,10/8/2022 12:32,10/9/2022 10:25
680,131,dui. Fusce,3.77E+12,ut,16,505,cancelled,6.30E+18,297,1/16/2023 1:44,10/11/2022 7:54
681,162,faucibus orci,3.77E+12,urna.,4,210,refused,417 50053 78177 974,154,12/19/2022 7:59,10/13/2022 11:00
682,159,eget varius,3.77E+12,sit,18,541,accepted,630435 51 6414 7653 431,113,2/27/2023 10:50,7/8/2022 1:23
683,198,at sem,3.77E+12,dictum,7,567,accepted,4929 8548 8553 4782,213,10/29/2022 11:13,12/12/2021 11:50
684,103,vel lectus.,3.77E+12,congue.,1,625,cancelled,4539 688 43 6382,887,10/19/2022 8:45,7/21/2022 11:55
685,143,"vulputate, posuere",3.77E+12,sit,18,967,refused,649 14344 71379 716,858,11/11/2022 4:18,1/5/2022 12:43
686,138,egestas. Sed,3.77E+12,Duis,7,877,refused,4175 0066 7879 2843,235,10/31/2022 7:16,5/15/2022 7:59
687,59,Pellentesque habitant,3.77E+12,dapibus,3,409,accepted,675 93633 36662 825,655,11/13/2022 3:22,8/1/2022 2:40
688,142,euismod est,3.77E+12,a,12,557,cancelled,6.30E+15,541,2/2/2023 10:57,5/21/2022 3:46
689,106,"cursus non,",3.77E+12,consectetuer,9,24,cancelled,676 74345 42668 854,284,12/24/2022 3:42,4/6/2022 10:41
690,34,non nisi.,3.77E+12,nonummy,6,336,cancelled,3.66E+14,272,2/10/2023 8:34,1/18/2023 11:47
691,188,gravida. Aliquam,3.77E+12,Mauris,21,468,cancelled,6487 9334 5963 3735,590,12/13/2022 4:28,3/27/2022 2:10
692,27,"sem, consequat",3.77E+12,est.,3,475,refused,3.44E+14,363,1/9/2023 10:45,11/30/2022 1:11
693,21,tincidunt congue,3.77E+12,Sed,23,796,accepted,6.49E+15,147,1/28/2023 2:35,3/24/2022 4:38
694,46,"aliquam, enim",3.77E+12,turpis.,6,251,accepted,3749 836264 87282,703,10/17/2022 8:52,4/8/2022 10:14
695,29,"eget, venenatis",3.77E+12,consectetuer,9,613,cancelled,6334 3253 7177 4413,867,2/14/2023 8:52,12/14/2022 3:30
696,116,magna tellus,3.77E+12,mauris.,2,636,refused,3784 935948 53537,813,11/14/2022 12:53,10/18/2021 7:17
697,111,lorem tristique,3.77E+12,sollicitudin,4,771,cancelled,3051 259432 78481,460,2/18/2023 5:38,10/9/2021 4:39
698,59,blandit mattis.,3.77E+12,"non,",15,961,cancelled,4917 8824 7426 5942,435,12/8/2022 9:14,11/27/2021 5:49
699,190,"in, dolor.",3.77E+12,Mauris,21,964,refused,556575 483262 3572,569,2/23/2023 3:42,3/31/2022 2:20
700,117,"molestie in,",3.77E+12,vestibulum,3,199,refused,3.72E+14,153,11/6/2022 5:28,6/10/2022 2:28
701,162,orci. Ut,3.77E+12,dictum,7,348,accepted,524 72387 27321 738,774,11/20/2022 2:14,1/20/2023 8:21
702,21,purus. Maecenas,3.77E+12,ipsum,11,509,accepted,6.71E+17,509,1/14/2023 3:04,5/17/2022 9:28
703,50,lobortis. Class,3.77E+12,magna.,6,523,refused,542977 5763754363,474,2/27/2023 7:58,10/20/2021 9:43
704,138,Aliquam nisl.,3.77E+12,aliquam,9,973,refused,417500 9835328311,466,10/8/2022 8:00,12/19/2021 9:43
705,127,"at, nisi.",3.77E+12,dui.,9,964,refused,6.45E+15,421,11/14/2022 11:54,10/5/2021 12:29
706,75,quis diam,3.77E+12,eu,13,842,cancelled,3.49E+14,182,1/16/2023 6:06,11/13/2021 3:11
707,132,sapien imperdiet,3.77E+12,fringilla,8,122,refused,6.71E+18,352,1/6/2023 8:52,10/31/2021 11:14
708,151,per conubia,3.77E+12,nec,8,414,cancelled,492944 362824 3289,853,1/3/2023 3:27,6/6/2022 6:22
709,63,ipsum primis,3.77E+12,tellus,6,756,cancelled,3.46E+14,372,1/27/2023 12:47,3/6/2022 6:29
710,22,Praesent interdum,3.77E+12,lacinia,2,612,accepted,676244 66 3433 3222 746,589,12/20/2022 11:52,10/30/2021 1:48
711,191,vitae odio,3.77E+12,tincidunt,6,548,cancelled,4539 948 16 2687,995,12/31/2022 5:56,5/23/2022 11:38
712,76,et malesuada,3.77E+12,non,15,410,accepted,3652 172369 92667,634,12/23/2022 10:19,5/16/2022 6:14
713,44,amet nulla.,3.77E+12,feugiat,7,738,cancelled,557944 464751 5544,246,2/21/2023 7:45,2/2/2022 6:26
714,161,eu erat,3.77E+12,lectus,11,442,accepted,490536 559732 9179,593,12/6/2022 12:21,6/15/2022 2:35
715,26,amet orci.,3.77E+12,Quisque,9,77,cancelled,676723 989462 3419,732,1/15/2023 10:57,12/13/2021 1:27
716,141,ante. Nunc,3.77E+12,"at,",6,9,cancelled,417 50071 57782 594,196,11/24/2022 9:06,12/14/2021 6:24
717,140,Maecenas libero,3.77E+12,et,21,892,cancelled,542433 5174416279,194,2/3/2023 9:36,5/28/2022 11:31
718,191,imperdiet ornare.,3.77E+12,ligula.,5,37,refused,6.30E+18,688,2/21/2023 6:57,11/3/2021 1:21
719,144,erat eget,3.77E+12,lobortis.,1,478,refused,3.06E+14,286,1/21/2023 6:12,11/16/2021 8:10
720,115,Aliquam gravida,3.77E+12,quis,7,438,accepted,491181 46 7825 8889 424,123,12/26/2022 2:31,1/18/2022 12:22
721,113,ante. Nunc,3.77E+12,Curabitur,12,837,cancelled,589373 27 2717 8681 251,894,11/11/2022 5:24,4/12/2022 3:33
722,123,ipsum. Phasellus,3.77E+12,bibendum.,4,2,refused,3.69E+14,301,2/9/2023 1:35,1/19/2023 10:52
723,135,morbi tristique,3.77E+12,et,21,169,accepted,3.69E+14,850,12/20/2022 10:35,3/29/2022 2:25
724,85,"sit amet,",3.77E+12,nibh,5,418,cancelled,3.04E+14,255,11/19/2022 8:09,12/2/2022 11:27
725,188,augue scelerisque,3.77E+12,libero,3,482,cancelled,554 55739 55536 261,387,1/15/2023 4:02,5/11/2022 4:44
726,31,euismod est,3.77E+12,dapibus,3,728,accepted,3023 764718 48830,219,10/30/2022 2:52,4/14/2022 5:58
727,195,tempor diam,3.77E+12,Aliquam,9,470,accepted,3018 848463 15246,987,12/5/2022 5:30,6/3/2022 12:48
728,143,volutpat nunc,3.77E+12,ligula,6,804,cancelled,547648 7878921463,299,12/29/2022 5:48,9/1/2022 11:22
729,138,eget magna.,3.77E+12,magna.,6,687,cancelled,402400 7146664229,999,10/31/2022 3:18,3/8/2022 3:34
730,86,luctus lobortis.,3.77E+12,sem,11,751,cancelled,6.33E+18,719,1/15/2023 7:40,9/28/2022 1:13
731,66,primis in,3.77E+12,nunc,22,123,cancelled,2014 735678 61297,686,1/29/2023 6:03,5/21/2022 2:03
732,60,ac tellus.,3.77E+12,Nam,3,774,refused,5146 1285 3264 5540,156,10/11/2022 6:37,10/13/2021 10:45
733,55,adipiscing elit.,3.77E+12,eu,13,124,cancelled,652734 647482 7889,409,10/3/2022 2:02,11/19/2022 12:20
734,59,eu augue,3.77E+12,id,6,471,cancelled,3048 442882 18362,324,10/19/2022 12:56,11/1/2021 8:47
735,49,malesuada fringilla,3.77E+12,"eleifend,",3,114,cancelled,5.84E+16,594,11/12/2022 8:23,2/10/2022 7:32
736,134,amet orci.,3.77E+12,augue.,1,973,cancelled,493683 8785147366,661,1/8/2023 11:41,3/6/2022 2:15
737,129,neque et,3.77E+12,velit.,7,526,refused,5.25E+15,453,1/7/2023 7:28,10/31/2022 7:23
738,13,risus. Nulla,3.77E+12,Morbi,9,652,accepted,6.33E+15,344,12/1/2022 8:35,8/19/2022 3:44
739,13,"ligula elit,",3.77E+12,"eleifend,",3,168,accepted,670967 2858544539,703,11/10/2022 1:09,5/24/2022 7:33
740,3,tincidunt nibh.,3.77E+12,sagittis.,1,846,cancelled,670 68583 58783 270,166,11/24/2022 7:07,12/1/2022 5:52
741,35,"eget, venenatis",3.77E+12,inceptos,2,259,refused,5.64E+17,481,2/13/2023 9:04,12/6/2021 6:30
742,180,justo sit,3.77E+12,In,16,780,refused,512586 7836467664,514,10/13/2022 6:34,1/17/2023 4:22
743,40,lobortis. Class,3.77E+12,"pede,",6,483,cancelled,519 69958 88827 768,184,12/30/2022 12:51,1/6/2022 9:08
744,153,pede. Nunc,3.77E+12,Aenean,9,126,cancelled,4.29E+12,730,10/15/2022 11:16,5/23/2022 7:59
745,159,Donec est.,3.77E+12,adipiscing,12,844,cancelled,491679 256414 8323,935,12/31/2022 12:40,11/10/2022 6:17
746,109,orci lobortis,3.77E+12,enim.,9,736,cancelled,6.71E+17,204,10/27/2022 4:28,12/11/2022 11:28
747,37,Aenean eget,3.77E+12,est,5,94,accepted,3.67E+14,314,11/13/2022 10:22,7/11/2022 3:03
748,25,laoreet lectus,3.77E+12,sed,23,776,refused,539 76418 28888 430,748,1/13/2023 12:19,3/18/2022 1:29
749,187,"rutrum, justo.",3.77E+12,Integer,10,39,cancelled,3757 511284 89448,317,12/23/2022 2:13,5/28/2022 10:22
750,16,erat vitae,3.77E+12,ridiculus,5,514,cancelled,6.30E+14,321,1/12/2023 2:41,12/28/2022 3:56
751,126,"eu, euismod",3.77E+12,mollis.,4,363,cancelled,6.76E+17,439,2/11/2023 11:30,11/2/2021 10:06
752,127,pharetra. Nam,3.77E+12,ipsum,11,89,cancelled,2014 417654 99970,265,1/16/2023 1:31,2/5/2023 10:06
753,22,aptent taciti,3.77E+12,accumsan,8,388,cancelled,2.15E+14,115,11/1/2022 5:49,9/17/2022 4:12
754,81,"faucibus leo,",3.77E+12,sit,18,879,cancelled,6.45E+15,837,2/17/2023 10:18,6/1/2022 5:49
755,117,gravida molestie,3.77E+12,dui.,9,66,refused,3644 393153 81411,998,11/30/2022 11:02,6/25/2022 3:47
756,104,mauris. Suspendisse,3.77E+12,faucibus,7,73,accepted,6331 1078 6568 5534,971,1/9/2023 12:53,8/16/2022 11:34
757,181,magna. Phasellus,3.77E+12,sed,23,22,cancelled,6.77E+17,588,2/17/2023 11:04,10/25/2021 4:57
758,32,non magna.,v3770009015028,scelerisque,7,103,cancelled,6.76E+18,948,10/20/2022 3:48,1/21/2022 3:37
759,153,neque non,3.77E+12,dictum,7,150,refused,6.33E+18,334,1/16/2023 4:57,1/24/2022 1:57
760,12,"fermentum vel,",3.77E+12,eget,6,623,refused,3738 873875 78166,664,10/14/2022 4:20,10/28/2022 4:43
761,5,"non, lobortis",3.77E+12,risus.,5,272,refused,6.77E+17,181,2/14/2023 2:08,10/6/2022 5:35
762,121,Cras sed,3.77E+12,lacinia.,1,528,refused,514457 543766 4756,842,1/8/2023 7:34,2/13/2023 5:12
763,43,tristique pharetra.,3.77E+12,"et,",4,398,cancelled,417500 424573 8738,827,12/28/2022 1:05,4/13/2022 6:58
764,21,at augue,3.77E+12,"enim,",4,777,cancelled,3.75E+14,461,1/19/2023 11:08,4/14/2022 2:48
765,137,vel quam,3.77E+12,justo,4,403,accepted,2.15E+14,270,1/14/2023 10:37,8/31/2022 3:46
766,20,"dolor, nonummy",3.77E+12,"pellentesque,",4,304,cancelled,484447 272464 5834,653,1/5/2023 1:05,10/23/2022 8:12
767,194,sit amet,3.77E+12,neque.,8,171,refused,3044 563925 55124,184,12/25/2022 2:37,12/7/2022 9:18
768,173,"congue a,",3.77E+12,In,16,438,accepted,676 76436 21383 835,660,11/11/2022 8:12,7/23/2022 6:21
769,46,"aliquam, enim",3.77E+12,venenatis,1,580,accepted,552 82628 12865 664,175,11/14/2022 4:31,6/11/2022 11:49
770,43,sociis natoque,3.77E+12,"vitae,",8,266,cancelled,3.04E+14,415,10/31/2022 12:21,7/9/2022 4:07
771,33,dolor. Fusce,3.77E+12,orci,5,362,accepted,4556 5332 7662 2873,379,2/9/2023 4:16,11/26/2021 12:08
772,92,nisi. Cum,3.77E+12,libero.,3,249,refused,645796 8685845592,903,12/20/2022 12:51,3/17/2022 10:39
773,114,"non, lobortis",3.77E+12,interdum,3,783,accepted,6.30E+15,571,12/31/2022 2:19,5/11/2022 1:26
774,22,"cursus luctus,",3.77E+12,ac,24,603,cancelled,491 36524 72646 813,713,2/21/2023 11:27,10/5/2022 4:39
775,61,quam vel,3.77E+12,Nullam,9,361,refused,4.53E+15,822,10/28/2022 2:29,1/29/2023 12:41
776,151,"consequat auctor,",3.77E+12,consectetuer,9,536,cancelled,453 25668 74788 323,267,11/28/2022 4:19,12/29/2022 12:05
777,52,ultricies ligula.,3.77E+12,nec,8,560,accepted,3.05E+14,139,2/16/2023 2:35,10/3/2021 5:21
778,125,luctus et,3.77E+12,neque,7,721,cancelled,3007 953318 72551,466,10/30/2022 2:03,11/6/2021 10:51
779,62,"lobortis quis,",3.77E+12,Nunc,22,556,cancelled,3.46E+14,337,2/12/2023 11:03,1/19/2022 4:35
780,101,ac urna.,3.77E+12,"dui,",9,836,accepted,633421 488186 3223,932,1/4/2023 5:23,11/21/2022 8:34
781,158,sit amet,3.77E+12,"lobortis,",1,415,accepted,3.77E+14,610,11/26/2022 1:22,12/8/2021 11:19
782,89,lobortis quam,3.77E+12,Donec,21,983,cancelled,2149 155925 24642,283,2/3/2023 8:26,11/22/2022 11:21
783,158,mauris. Morbi,3.77E+12,iaculis,7,409,refused,601168 3527528764,738,12/24/2022 12:13,10/26/2022 6:17
784,24,pede nec,v3770009015028,Curabitur,12,819,accepted,453976 2353682250,198,11/22/2022 3:32,11/6/2021 5:10
785,122,auctor. Mauris,v3770009015028,blandit,4,467,refused,6.76E+14,757,2/13/2023 2:42,11/24/2022 7:41
786,178,nisi nibh,3.77E+12,pede,7,19,cancelled,6.76E+14,890,10/24/2022 11:52,8/19/2022 10:17
787,124,enim. Nunc,3.77E+12,arcu.,8,508,refused,490526 277251 4388,626,11/23/2022 11:35,9/3/2022 3:27
788,108,ligula. Donec,3.77E+12,Curabitur,12,309,accepted,3.63E+14,894,12/9/2022 9:02,12/8/2021 2:53
789,159,a sollicitudin,3.77E+12,felis,6,683,refused,490313 235255 6384,644,1/4/2023 1:46,12/15/2022 2:14
790,49,mi fringilla,3.77E+12,Donec,21,469,cancelled,3718 622293 31662,486,10/4/2022 6:34,9/17/2022 11:59
791,151,ultrices posuere,3.77E+12,non,15,341,refused,537 99566 88437 124,840,10/7/2022 5:32,2/27/2023 8:36
792,191,sem. Nulla,3.77E+12,et,21,689,refused,490363 415293 5767,307,11/17/2022 10:33,5/14/2022 8:11
793,121,"est, congue",3.77E+12,vitae,11,684,refused,450842 328542 2581,272,10/27/2022 8:35,4/23/2022 4:04
794,132,cursus. Nunc,3.77E+12,dolor.,5,822,cancelled,633442 641253 4277,162,10/28/2022 8:23,6/4/2022 11:19
795,59,interdum. Sed,3.77E+12,lobortis,6,897,cancelled,402618 355498 6855,685,12/8/2022 4:49,12/6/2021 6:34
796,67,"nec, diam.",3.77E+12,Mauris,21,179,cancelled,6706 2176 5743 6777,973,12/16/2022 9:15,9/13/2022 11:27
797,72,augue malesuada,3.77E+12,ut,16,408,cancelled,6.77E+18,369,11/19/2022 5:21,10/15/2022 8:21
798,108,"cursus a,",3.77E+12,in,16,331,cancelled,3.64E+14,616,1/8/2023 11:22,8/4/2022 9:51
799,179,scelerisque scelerisque,3.77E+12,Aenean,9,284,cancelled,3.78E+14,610,12/11/2022 1:09,9/3/2022 1:20
800,23,nascetur ridiculus,3.77E+12,ornare,8,450,accepted,3734 272117 96138,978,11/8/2022 8:51,9/17/2022 6:58
801,129,mauris. Morbi,3.77E+12,Mauris,21,981,cancelled,3.65E+14,393,12/18/2022 6:45,9/19/2022 1:37
802,19,eget magna.,3.77E+12,Suspendisse,8,249,cancelled,670932 5373569578,181,2/27/2023 3:26,12/14/2021 1:50
803,62,"rutrum, justo.",3.77E+12,ipsum,11,707,accepted,564 18286 19472 342,383,2/5/2023 9:12,11/3/2021 1:31
804,23,eget massa.,3.77E+12,quam.,2,334,cancelled,3.46E+14,982,1/30/2023 2:05,12/10/2021 2:09
805,125,interdum libero,3.77E+12,augue,7,438,cancelled,670965 178184 5437,183,12/17/2022 8:48,10/8/2021 3:08
806,154,"facilisis, magna",3.77E+12,Suspendisse,8,312,refused,6.30E+18,436,10/20/2022 12:52,10/10/2021 11:14
807,10,egestas blandit.,3.77E+12,mauris,21,448,accepted,3417 721363 44632,200,10/24/2022 11:55,2/16/2022 1:54
808,71,ac mi,3.77E+12,feugiat,7,284,cancelled,2.15E+14,544,10/12/2022 10:23,4/21/2022 4:38
809,187,risus. Donec,3.77E+12,Nullam,9,489,refused,3.47E+14,933,2/22/2023 10:43,6/27/2022 3:34
810,79,"orci, consectetuer",3.77E+12,nisi,7,696,accepted,3727 625247 75572,293,2/18/2023 11:34,12/9/2022 6:03
811,49,enim. Curabitur,3.77E+12,felis,6,770,refused,6.30E+18,509,1/20/2023 7:11,2/12/2023 1:00
812,18,metus sit,3.77E+12,justo,4,735,cancelled,3.64E+14,877,12/19/2022 12:55,12/31/2022 9:25
813,151,"augue, eu",3.77E+12,Duis,7,330,refused,5.02E+15,730,12/2/2022 12:08,12/23/2021 10:50
814,123,Integer sem,3.77E+12,"ullamcorper,",2,8,accepted,3793 716822 27559,964,10/21/2022 11:32,1/7/2023 8:40
815,53,dolor. Fusce,3.77E+12,Sed,23,6,cancelled,4.51E+15,711,1/24/2023 6:18,12/8/2021 10:25
816,49,"ullamcorper eu,",3.77E+12,Aenean,9,172,cancelled,3.80E+14,413,2/22/2023 7:28,5/30/2022 1:09
817,167,odio. Nam,3.77E+12,ullamcorper,4,172,refused,6.30E+15,683,11/9/2022 10:22,10/4/2021 2:18
818,42,Praesent luctus.,3.77E+12,Quisque,9,484,refused,670944 3616465163,744,1/14/2023 2:46,6/21/2022 11:18
819,165,lacus. Quisque,3.77E+12,dis,9,996,accepted,2.01E+14,142,1/10/2023 1:19,3/24/2022 11:14
820,181,eros. Proin,3.77E+12,habitant,2,35,accepted,6304 779322 73216,821,12/6/2022 12:59,11/3/2022 2:47
821,72,varius. Nam,3.77E+12,semper,17,925,cancelled,4.92E+15,344,10/2/2022 10:16,12/25/2021 6:58
822,117,dolor. Fusce,3.77E+12,mi,11,602,accepted,6.76E+13,320,12/4/2022 5:29,6/15/2022 12:13
823,108,magna a,3.77E+12,feugiat,7,918,accepted,414355 448754 5554,885,11/20/2022 2:34,5/15/2022 6:19
824,170,massa. Quisque,3.77E+12,libero.,3,982,accepted,517756 346857 5877,408,1/27/2023 12:52,12/11/2021 5:58
825,143,"vestibulum, neque",3.77E+12,fringilla,8,331,refused,6.71E+18,231,12/26/2022 10:33,12/10/2022 3:59
826,57,"ligula tortor,",3.77E+12,nunc,22,482,accepted,6.71E+16,935,12/26/2022 12:22,7/7/2022 5:35
827,187,"purus sapien,",3.77E+12,elit,4,630,cancelled,2.15E+14,218,10/19/2022 4:14,3/11/2022 5:12
828,152,sed dui.,3.77E+12,sit,18,413,cancelled,6484 3958 8545 4412,132,11/3/2022 2:03,1/21/2023 4:57
829,33,et magnis,3.77E+12,congue,3,76,refused,3484 964844 84898,946,12/12/2022 12:30,8/27/2022 5:17
830,26,aliquam arcu.,3.77E+12,scelerisque,7,17,refused,644 45528 66473 170,586,2/23/2023 1:09,11/28/2021 6:52
831,173,Nam ligula,3.77E+12,felis,6,895,cancelled,4.84E+15,675,1/7/2023 12:29,11/26/2022 5:18
832,8,nisl arcu,3.77E+12,interdum.,7,37,cancelled,5.36E+15,882,2/23/2023 4:13,12/26/2022 2:33
833,19,sit amet,3.77E+12,justo.,2,58,accepted,3769 516661 75826,865,12/17/2022 3:31,12/22/2022 4:25
834,93,sit amet,3.77E+12,mollis,6,634,accepted,512727 733413 5474,918,11/9/2022 8:12,2/2/2023 1:12
835,48,Nunc ac,3.77E+12,imperdiet,6,154,cancelled,2.15E+14,350,10/24/2022 6:24,1/2/2022 12:14
836,189,pede et,3.77E+12,lectus,11,527,refused,471653 6689974739,882,12/22/2022 12:52,10/30/2022 5:49
837,32,lacinia mattis.,3.77E+12,Maecenas,3,868,refused,6763 364314 7821,340,10/5/2022 7:19,4/21/2022 2:38
838,131,"at, velit.",3.77E+12,"amet,",7,514,cancelled,6.76E+12,464,1/13/2023 10:47,1/6/2023 5:32
839,96,Morbi neque,3.77E+12,erat,14,915,accepted,676332 249965 8461,166,11/27/2022 5:50,11/8/2021 6:07
840,171,velit. Aliquam,3.77E+12,"eu,",8,439,refused,6334 7457 3383 3351,725,1/8/2023 12:00,6/20/2022 11:03
841,7,nunc sed,3.77E+12,faucibus,7,742,accepted,455618 823133 5317,219,11/11/2022 8:59,12/2/2021 8:16
842,8,urna. Vivamus,3.77E+12,dis,9,87,cancelled,676731 7296758635,645,12/27/2022 7:06,12/17/2021 6:57
843,18,Morbi neque,3.77E+12,"vulputate,",6,372,cancelled,6.33E+15,628,2/28/2023 7:56,12/5/2021 2:43
844,45,nibh sit,3.77E+12,ipsum.,4,920,cancelled,6.49E+15,658,11/7/2022 8:21,1/14/2023 2:40
845,37,eu tellus.,3.77E+12,Aenean,9,328,accepted,4844 3717 4438 8278,360,2/1/2023 2:29,6/2/2022 1:05
846,74,"eget, volutpat",3.77E+12,Phasellus,8,360,refused,537965 135663 7747,902,10/14/2022 11:02,3/18/2022 1:09
847,38,Nulla tempor,v3770009015028,tellus,6,893,accepted,5266 8753 5443 5194,594,11/17/2022 10:38,1/1/2022 12:38
848,142,amet lorem,3.77E+12,"nec,",8,391,accepted,568293 4513718382,118,12/6/2022 8:38,4/26/2022 5:50
849,152,"tristique ac,",3.77E+12,lorem,23,869,cancelled,6.33E+15,806,11/26/2022 10:23,5/24/2022 7:34
850,191,"Donec tempus,",3.77E+12,Nunc,22,664,refused,535264 835374 6449,315,1/10/2023 8:07,7/21/2022 12:57
851,26,"nunc est,",3.77E+12,ipsum,11,664,refused,4539 753 32 7987,630,12/25/2022 7:09,10/16/2022 5:48
852,55,risus. Nulla,3.77E+12,varius,6,539,cancelled,3.74E+14,555,12/4/2022 8:38,9/30/2022 4:37
853,163,arcu. Sed,3.77E+12,"eu,",8,239,accepted,490565 1137672826,853,1/1/2023 4:46,5/9/2022 3:40
854,93,luctus sit,3.77E+12,pede,7,605,cancelled,4929 9568 5777 4740,957,10/11/2022 4:56,2/15/2023 6:30
855,115,"nec, cursus",3.77E+12,"sed,",4,390,cancelled,546273 272188 3626,399,10/3/2022 6:26,3/18/2022 7:08
856,72,Cras eget,3.77E+12,tristique,8,707,cancelled,555425 5265589572,323,1/31/2023 9:02,10/12/2021 12:23
857,177,lacus. Cras,3.77E+12,sed,23,143,accepted,3.06E+14,247,10/12/2022 2:27,6/23/2022 9:07
858,30,lectus. Cum,3.77E+12,sagittis,4,76,accepted,2.15E+14,938,1/3/2023 4:15,7/13/2022 4:58
859,130,"imperdiet nec,",3.77E+12,malesuada.,1,109,refused,6.77E+18,140,2/13/2023 11:04,1/22/2023 8:16
860,72,"nec, malesuada",3.77E+12,"vulputate,",6,816,accepted,3657 692216 52516,550,10/2/2022 7:16,11/6/2021 8:05
861,143,eleifend egestas.,3.77E+12,enim.,9,53,cancelled,676756 15 5858 3827 474,774,2/27/2023 7:04,10/2/2021 3:08
862,21,Aliquam erat,3.77E+12,feugiat,7,484,accepted,3.01E+14,711,12/12/2022 12:20,7/6/2022 9:13
863,11,et magnis,3.77E+12,eu,13,688,refused,2014 454879 87329,541,1/10/2023 12:24,12/24/2022 4:07
864,158,"varius et,",3.77E+12,dolor,9,342,refused,670933 64 9678 1468 757,620,10/15/2022 11:16,1/16/2022 2:04
865,76,"felis orci,",v3770009015028,leo.,4,241,accepted,6.71E+15,519,12/17/2022 11:41,11/9/2022 3:14
866,59,augue. Sed,3.77E+12,nibh,5,568,cancelled,2.01E+14,659,10/31/2022 1:34,10/29/2022 12:16
867,15,"nec, mollis",3.77E+12,"pellentesque,",4,385,accepted,3777 335235 52515,332,11/26/2022 10:15,12/10/2022 10:04
868,167,sit amet,3.77E+12,gravida,7,143,accepted,3.69E+14,319,11/28/2022 7:28,5/5/2022 11:53
869,50,"a, arcu.",3.77E+12,pretium,3,901,accepted,2.15E+14,518,2/24/2023 9:20,8/17/2022 8:06
870,67,"ut, molestie",3.77E+12,bibendum,2,351,refused,453232 2329776335,857,2/15/2023 12:03,11/6/2022 4:45
871,89,"mi felis,",3.77E+12,Suspendisse,8,516,cancelled,464112 1289445768,811,2/11/2023 11:04,10/29/2021 11:09
872,17,quam a,3.77E+12,magna,10,283,refused,633366 81 8728 4324 129,337,11/17/2022 2:04,10/22/2021 6:37
873,95,sociis natoque,3.77E+12,"lacus,",1,333,refused,3.63E+14,684,1/25/2023 10:05,4/24/2022 12:15
874,84,diam. Sed,3.77E+12,convallis,8,531,refused,2.01E+14,419,12/3/2022 6:39,6/13/2022 12:46
875,185,id magna,3.77E+12,laoreet,1,918,accepted,4.03E+15,586,1/23/2023 8:37,1/15/2022 10:55
876,166,Cras convallis,3.77E+12,semper,17,484,cancelled,658628 8745942352,355,12/6/2022 5:48,12/30/2022 2:19
